Name,Size,Type,Alignment,AC,AC info,Mean HP,HP Dice,Speed,Prof. bonus,STR,DEX,CON,INT,WIS,CHA,Skill Proficiencies,Resistances,Vulnerabilities,Immunities,Conditions Immunity,Senses,Passive Perception,Languages,Trait Name,Trait Description,Action Name,Action Description,Legendary Action Name,Legendary Action Description,CR,Source
Tarul Var,M,undead,neutral evil,16,natural armor,105,14d8+42,30 ft.,5,11,16,16,19,14,16,"Arcana +9, History +9, Insight +7, Perception +7","cold, lightning, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,poison,"charmed, exhaustion, frightened, paralyzed, poisoned",darkvision 60 ft.,17,"Abyssal, Common, Infernal, Primordial, Thayan","['Source', 'Undead Nature', 'Focused Conjuration', 'Legendary Resistance (3/Day)', 'Rejuvenation', 'Spellcasting', 'Turn Resistance']","['Tales from the Yawning Portal,  page 244', ""A lich doesn't require air, food, drink, or sleep."", ""While Var is concentrating on a conjuration spell, his concentration can't be broken as a result of taking damage."", 'If Var fails a saving throw, he can choose to succeed instead .', 'If Var is destroyed but his phylactery remains intact, Var gains a new body in ldlO days, regaining all his hit points and becoming active again. The new body appears within 5 feet of the phylactery.', 'Var is a 12th-level spellcaster. His spellcasting ability is Intelligence (spell save DC 17, +9 to hit with spell attacks). He has the following wizard spells prepared:', '\t ', 'Cantrips (at will):.fire bolt, mage hand, minor illusion, prestidigitation, ray of frost ', '\t ', '1st level (4 slots): detect magic, magic missile, shield, unseen servant*', '\t ', '2nd level (3 slots): detect thoughts, flaming sphere,* mirror image, scorching ray ', '\t ', '3rd level (3 slots): counterspell, dispel magic, fireball', '\t ', ""4th level (3 slots): dimension door,* Evard's black tentacles*"", '\t ', '5th level (3 slots): cloudkill,* scrying ', '\t ', '6th level (1 slot): circle of death ', '*Conjuration spell of 1st level or higher.', 'Var has advantage on saving throws against any effect that turns undead .']","['Paralyzing Touch', 'Benign Transposition']","['Melee Spell Attack: +9 to hit, reach 5 ft., one creature. Hit: 10 (3d6) cold damage. The target must succeed on a DC 17 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.', 'Var teleports up to 30 feet to an unoccupied space he can see. Alternatively, he can choose a space within range that is occupied by a Small or Medium creature. If that creature is willing, both creatures teleport, swapping places. Var can use this feature again only after he finishes a long rest or casts a conjuration spell of 1st level or higher.']","['Legendary Actions (3/Turn)', 'Cantrip', 'Paralyzing Touch (Costs 2 Actions)', 'Frightening Gaze (Costs 2 Actions)']","[""Var can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. Var regains spent legendary actions at the start of his turn."", 'Var casts a cantrip.', 'Var uses Paralyzing Touch .', ""Var fixes his gaze on one creature he can see within 10 feet of him . The target must succeed on a DC 17 Wisdom saving throw against this magic or become frightened for 1 minute. The frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a target's saving throw is successful or the effect ends for it, the target is immune to Var's gaze for the next 24 hours.""]",13.0, yawning portal
Thayan Warrior,M,humanoid (human),any non-good alignment,16,"chain shirt, shield",52,8d8+16,30 ft.,2,16,13,14,10,11,11,Perception +2,,,,,,12,"Common, Thayan","['Source', 'Doomvault Devotion', 'Pack Tactics']","['Tales from the Yawning Portal,  page 246', 'Within the Doomvault, the warrior has advantage on saving throws against being charmed or frightened .', ""The warrior has advantage on an attack roll against a creature if at least one of the warrior's allies is within 5 feet of the creature and the ally isn't incapacitated.""]","['Multiattack', 'Longsword', 'Javelin']","['The warrior makes two melee attacks.', 'Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1dlO + 3) slashing damage if used with two hands.', 'Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 6 (1d6 + 3) piercing damage.']",[],[],2.0, yawning portal
The Pudding King,S,humanoid (gnome,chaotic evil,13,16 with mage armor,49,9d6+18,30 ft.,2,10,16,14,12,8,17,"Arcana +4, Perception +2, Stealth +6, Survival +2","acid, poison",,,poisoned,darkvision 60 ft.,12,"Abyssal, Gnomish, Terran, Undercommon","['Stone Camouflage', 'Gnome Cunning', 'Innate Spellcasting', 'Insanity', 'Spellcasting']","['The Pudding King has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.', 'The Pudding King has advantage on Intelligence, Wisdom, and Charisma saving throws against magic.', ""The Pudding King's innate spellcasting ability is Intelligence (spell save DC 12). He can innately cast the following spells, requiring no material components:"", None, 'At will: nondetection (self only)', '1/day each: blindness/deafness, blur, disguise self', 'The Pudding King has advantage on saving throws against being charmed or frightened.', 'The Pudding King is a 9th-level spellcaster. His spellcasting ability is Charisma (spell save DC 14, +6 to hit with spell attacks). The Pudding King knows the following sorcerer spells:', None, 'Cantrips (at will): acid splash, light, mage hand, poison spray, prestidigitation', '1st level (4 slots): false life, mage armor, ray of sickness, shield', '2nd level (3 slots): crown of madness, misty step', '3rd level (3 slots): gaseous form, stinking cloud', '4th level (3 slots): blight, confusion', '5th level (1 slot): cloudkill']","['War Pick', 'Change Shape', 'Create Green Slime (Recharges after a Long Rest)']","['Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit 4 (1d8) piercing damage.', 'The Pudding King magically transforms into an ooze, or back into his true form. He reverts to his true form if he dies. Any equipment he is wearing or carrying is absorbed by the new form. In ooze form, the Pudding King retains his alignment, hit points, Hit Dice, and Intelligence, Wisdom, and Charisma scores, as well as this action. His statistics and capabilities are otherwise replaced by those of the new form.', 'The Pudding King creates a patch of green slime (see ""Dungeon Hazards"" in chapter 5 of the Dungeon Master\'s Guide). The slime appears on a section of wall, ceiling, or floor within 30 feet of the Pudding King.']",[],[],4.0, shapechanger)
Thorn Slinger,L,plant,unaligned,11,,32,5d10+5,10 ft.,2,13,12,12,1,10,1,,,,,"blinded, deafened, frightened",blindsight 60 ft. (blind beyond this radius),10,,"['Source', 'Adhesive Blossoms', 'False Appearance']","['Tales from the Yawning Portal,  page 246', 'The thorn slinger adheres to anything that touches it. A Medium or smaller creature adhered to the thorn slinger is also grappled by it (escape DC 11). Ability checks made to escape this grapple have disadvantage.', ""\tAt the end of each of the thorn slinger's turns, anything grappled by it takes 3 (1d6) acid damage."", 'While the thorn slinger remains motionless, it is indistinguishable from an inanimate bush.']",['Thorns'],"['Melee or Ranged Weapon Attack: +3 to hit, reach 5 ft. or range 30 ft., one target. Hit: 8 (2d6 + 1) piercing damage.']",[],[],0.5, yawning portal
Thorny,M,plant,neutral,14,natural armor,27,5d8+5,30 ft.,2,13,12,13,2,10,6,"Perception +4, Stealth +3","lightning, piercing",,,,darkvision 60 ft.,14,,"['Plant Camouflage ', 'Regeneration']","['The thorny has advantage on Dexterity (Stealth) checks it makes in any terrain with ample obscuring plant life.', 'The thorny regains 5 hit points at the start of its turn. If it takes cold, fire, or necrotic damage, this trait doesn’t function at the start of the thorny’s next turn. The thorny dies only if it starts its turn with 0 hit points and doesn’t regenerate.']",['Bite'],"['Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 8 (2d6+1) piercing damage.']",[],[],1.0, Volo's Guide
Thri-kreen,M,humanoid (thri-kreen),chaotic neutral,15,natural armor,33,6d8+6,40 ft.,2,12,15,13,8,12,7,"Perception +3, Stealth +4, Survival +3",,,,,darkvision 60 ft.,13,Thri-kreen,"['Chameleon Carapace', 'Standing Leap']","['The thri-kreen can change the color of its carapace to match the color and texture of its surroundings. As a result, it has advantage on Dexterity (Stealth) checks made to hide.', ""The thri-kreen's long jump is up to 30 feet and its high jump is up to 15 feet, with or without a running start.""]","['Multiattack', 'Bite', 'Claws', 'Variant: Weapons Multiattack', 'Variant: Gythka', 'Variant: Chatkcha']","['The thri-kreen makes two attacks: one with its bite and one with its claws.', 'Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 4 (1d6 + 1) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or be poisoned for 1 minute. If the saving throw fails by 5 or more, the target is also paralyzed while poisoned in this way. The poisoned target can repeat the saving throw on each of its turns, ending the effect on itself on a success.', 'Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 6 (2d4 + 1) slashing damage.', 'The thri-kreen makes two gythka attacks or two chatkcha attacks.', 'Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) slashing damage.', 'Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) slashing damage.']",[],[],1.0, monster manual
Thri-kreen (Psionic),M,humanoid (thri-kreen),chaotic neutral,15,natural armor,33,6d8+6,40 ft.,2,12,15,13,8,12,7,"Perception +3, Stealth +4, Survival +3",,,,,darkvision 60 ft.,13,"Thri-kreen, telepathy 60 ft.","['Chameleon Carapace', 'Standing Leap', 'Innate Spellcasting (Psionics)']","['The thri-kreen can change the color of its carapace to match the color and texture of its surroundings. As a result, it has advantage on Dexterity (Stealth) checks made to hide.', ""The thri-kreen's long jump is up to 30 feet and its high jump is up to 15 feet, with or without a running start."", ""The thri-kreen's innate spellcasting ability is Wisdom. The thri-kreen can innately cast the following spells, requiring no components: "", None, 'At will: mage hand (the hand is invisible)', '2/day each: blur, magic weapon', '1/day: invisibility (self only)']","['Multiattack', 'Bite', 'Claws', 'Variant: Weapons Multiattack', 'Variant: Gythka', 'Variant: Chatkcha']","['The thri-kreen makes two attacks: one with its bite and one with its claws.', 'Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 4 (1d6 + 1) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or be poisoned for 1 minute. If the saving throw fails by 5 or more, the target is also paralyzed while poisoned in this way. The poisoned target can repeat the saving throw on each of its turns, ending the effect on itself on a success.', 'Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 6 (2d4 + 1) slashing damage.', 'The thri-kreen makes two gythka attacks or two chatkcha attacks.', 'Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) slashing damage.', 'Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) slashing damage.']",[],[],1.0, monster manual
Thug,M,humanoid (any race),any non-good alignment,11,leather armor,32,5d8+10,30 ft.,2,15,11,14,10,10,11,Intimidation +2,,,,,,10,any one language (usually Common),['Pack Tactics'],"[""The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 ft. of the creature and the ally isn't incapacitated.""]","['Multiattack', 'Mace', 'Heavy Crossbow']","['The thug makes two melee attacks.', 'Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) bludgeoning damage.', 'Ranged Weapon Attack: +2 to hit, range 100/400 ft., one target. Hit: 5 (1d10) piercing damage.']",[],[],0.5, monster manual
Thurl Merosska,M,humanoid (human),lawful evil,16,breastplate,71,11d8+21,30 ft.,2,16,14,14,11,10,15,"Animal Handling +2, Athletics +5, Deception +4, Persuasion +4",,,,,,10,"Auran, Common",['Spellcasting'],"['Thurl is a 5th-level spellcaster. His spellcasting ability is Charisma (spell save DC 12, +4 to hit with spell attacks). Thurl knows the following sorcerer spells: ', None, '• Cantrips (at will): friends, gust, light, message, ray of frost', '• 1st level (4 slots): expeditious retreat, feather fall, jump', '• 2nd level (3 slots): levitate, misty step', '• 3rd level (2 slots): haste']","['Multiattack', 'Greatsword', 'Lance']","['Thurl makes two melee attacks.', 'Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.', 'Melee Weapon Attack: +5 to hit, reach 10 ft., one target. Hit: 9 (1d12 + 3) piercing damage.']",[],[],3.0, tyranny of dragons
Tiamat,G,fiend,chaotic evil,25,natural armor,615,30d20+300,"60 ft., fly 120 ft.",9,30,10,30,26,26,28,"Arcana +17, Perception +26, Religion +17",,," acid, cold, fire, lightning, poison; bludgeoning, piercing, and slashing damage from nonmagical weapons","blinded, charmed, deafened, frightened, poisoned, stunned","darkvision 240 ft., truesight 120 ft.",36,"Common, Draconic, Infernal","['Discorporation', 'Innate Spellcasting (3/Day)', 'Legendary Resistance (5/Day)', 'Limited Magic Immunity', 'Magic Weapons', 'Multiple Heads', 'Regeneration']","['When Tiamat drops to 0 hit points or dies, her body is destroyed but her essence travels back to her domain in the Nine Hells, and she is unable to take physical form for a time.', 'Tiamat can innately cast divine word (spell save DC 26). Her spellcasting ability is Charisma.', 'If Tiamat fails a saving throw, she can choose to succeed instead.', 'Unless she wishes to be affected, Tiamat is immune to spells of 6th level or lower. She has advantage on saving throws against all other spells and magical effects.', ""Tiamat's weapon attacks are magical."", 'Tiamat can take one reaction per turn, rather than only one per round. She also has advantage on saving throws against being knocked unconscious. If she fails a saving throw against an effect that would stun a creature, one of her unspent legendary actions is spent.', 'Tiamat regains 30 hit points at the start of her turn.']","['Multiattack', 'Claw', 'Tail', 'Frightful Presence']","['Tiamat can use her Frightful Presence. She then makes three attacks: two with her claws and one with her tail.', 'Melee Weapon Attack: +19 to hit, reach 15 ft., one target. Hit: 24 (4d6 + 10) slashing damage.', 'Melee Weapon Attack: +19 to hit, reach 25 ft., one target. Hit: 28 (4d8 + 10) piercing damage.', ""Each creature of Tiamat's choice that is within 240 feet of Tiamat and aware of her must succeed on a DC 26 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to Tiamat's Frightful Presence for the next 24 hours.""]","['Bite', 'Black Dragon Head: Acid Breath (Costs 2 Actions)', 'Blue Dragon Head: Lightning Breath (Costs 2 Actions)', 'Green Dragon Head: Poison Breath (Costs 2 Actions)', 'Red Dragon Head: Fire Breath (Costs 2 Actions)', 'White Dragon Head: Cold Breath (Costs 2 Actions)']","[""Tiamat can take 5 legendary actions, choosing from the options listed. Only one legendary action option can be used at a time and only at the end of another creature's turn. Tiamat regains spent legendary actions at the start of her turn."", ""Tiamat's legendary action options are associated with her five dragon heads (a bite and a breath weapon for each). Once Tiamat chooses a legendary action option for one of her heads, she can't choose another one associated with that head until the start of her next turn."", 'Melee Weapon Attack: +19 to hit, reach 20 ft., one target. Hit: 32 (4d10 + 10) slashing damage plus 14 (4d6) acid damage (black dragon head), lightning damage (blue dragon head), poison damage (green dragon head), fire damage (red dragon head), or cold damage (white dragon head).', 'Tiamat breathes acid in a 120-foot line that is 10 feet wide. Each creature in that line must make a DC 27 Dexterity saving throw, taking 67 (15d8) acid damage on a failed save, or half as much damage on a successful one.', 'Tiamat breathes lightning in a 120-foot line that is 10 feet wide. Each creature in that line must make a DC 27 Dexterity saving throw, taking 88 (16d10) lightning damage on a failed save, or half as much damage on a successful one.', 'Tiamat breathes poisonous gas in a 90-foot cone. Each creature in that area must make a DC 27 Constitution saving throw, taking 77 (22d6) poison damage on a failed save, or half as much damage on a successful one.', 'Tiamat breathes fire in a 90-foot cone. Each creature in that area must make a DC 27 Dexterity saving throw, taking 91 (26d6) fire damage on a failed save, or half as much damage on a successful one.', 'Tiamat breathes an icy blast in a 90-foot cone. Each creature in that area must make a DC 27 Dexterity saving throw, taking 72 (16d8) cold damage on a failed save, or half as much damage on a successful one.']",30.0, tyranny of dragons
